,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cruise Ship,Cuba,Curacao,Cyprus,Czech Republic,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Guiana,Gabon,Gambia,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hong Kong SAR,Hungary,Iceland,India,Indonesia,Iran,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,"Korea, South",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Macao SAR,Macau,Madagascar,Mainland China,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Ireland,North Macedonia,Norway,Oman,Others,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Ireland,Republic of Korea,Republic of Moldova,Republic of the Congo,Reunion,Romania,Russia,Russian Federation,Rwanda,Saint Barthelemy,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,St. Martin,Sudan,Suriname,Sweden,Switzerland,Syria,Taipei and environs,Taiwan,Taiwan*,Tanzania,Thailand,The Bahamas,The Gambia,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,UK,Uganda,Ukraine,United Arab Emirates,United Kingdom,Uruguay,US,Uzbekistan,Vatican City,Venezuela,Viet Nam,Vietnam,West Bank and Gaza,Zambia,Zimbabwe,occupied Palestinian territory
2020-06-08,20917,1263,10265,852,92,26,23620,13325,0,7267,16968,7876,103,0,15417,68504,92,49453,59348,19,288,59,13949,2704,42,707412,141,2810,890,244,83,567,126,8060,97779,0,0,1850,839,0,138846,84195,40847,683,4106,1342,3881,2247,0,2200,0,970,0,9697,12162,712,4278,18,20126,0,43378,35444,3104,1306,39,1940,340,2156,0,18,7001,191313,0,3101,28,0,812,186109,9910,0,3049,0,23,0,0,7502,0,4216,1389,154,3538,12,6450,0,0,4014,1807,265928,32033,173832,0,13481,25207,18032,235278,0,599,17060.0,0,831,12859,2872,11852,1263,32510,2032,19,1088,1350,370,332,82,1720,4040,9,0,0.0,1094,0.0,8329,1916,1547,630,0,1104,337,0,120102,9807,99,194,324,8302,433,31,3762,47945,1504,1118,973,12801,0,3152,8561,17486,0,108317,0,16854,8,1145,199696,22474,27160,34885,0,70158,0,0,0,0,0,20604,476043,0,451,0,15,19,0,27,687,105283,4427,11896,11,1001,38296,1530,1485,2368,50879,0.0,241717,1857,0,6242,128,45133,30972,144,0,0.0,443,509,3119.0,0,0,24,497,117,1087,171121,0,646,28077,39376,288834,845,1961428.0,4440,0,2473,0,332,473,1200,287,0
2020-06-09,21459,1299,10382,852,96,26,24761,13675,0,7274,16979,8191,103,0,15731,71675,92,50265,59437,20,305,59,14644,2728,42,739503,141,2889,891,246,83,585,126,8312,98241,0,0,1850,844,0,142759,84198,40847,728,4259,1375,3995,2247,0,2205,0,972,0,9751,12201,712,4331,18,20415,0,43917,36829,3191,1306,39,1947,371,2336,0,18,7025,191523,0,3247,28,0,818,186506,10201,0,3058,0,23,0,0,7866,0,4258,1389,156,3662,12,6935,0,0,4017,1807,276146,33076,175927,0,14268,25215,18180,235561,0,605,17111.0,0,845,13074,2989,11902,1263,33140,2055,19,1089,1368,383,359,82,1727,4046,9,0,0.0,1138,0.0,8336,1942,1586,632,0,1162,337,0,124301,10025,99,194,324,8437,453,31,4086,48109,1504,1464,974,13464,0,3239,8576,18198,0,113702,0,17233,8,1187,203736,22992,27560,35306,0,71879,0,0,0,0,0,20749,484630,0,463,0,15,19,0,27,688,108571,4516,11965,11,1025,38514,1531,1486,2416,52991,0.0,241966,1859,0,6427,137,45924,30988,146,0,0.0,443,509,3121.0,0,0,24,501,117,1087,172114,0,657,28479,39904,290581,846,1979489.0,4520,0,2632,0,332,481,1200,314,0
2020-06-10,22142,1341,10484,852,113,26,25987,14103,0,7285,17005,8530,103,0,16200,74865,96,51066,59569,20,305,59,15281,2775,48,772416,141,2993,891,248,83,615,126,8681,98720,0,0,1888,846,0,148456,84209,42206,728,4390,1461,4181,2249,0,2211,0,974,0,9824,12216,712,4373,18,20808,0,44440,38284,3274,1306,41,1958,398,2506,0,18,7040,192068,0,3375,28,0,827,186522,10201,0,3068,0,23,0,0,8221,0,4258,1389,156,3796,12,7360,0,0,4027,1807,276583,34316,177938,0,15414,25231,18355,235763,0,605,17146.0,0,863,13319,3094,11947,1298,33823,2093,19,1092,1388,397,378,82,1733,4049,9,0,0.0,1162,0.0,8338,1962,1667,635,0,1283,337,0,129184,10321,99,194,324,8508,472,31,4364,48294,1504,1464,974,13873,0,3364,8594,18887,0,113702,0,17889,8,1202,208823,23732,27842,35600,0,73595,0,0,0,0,0,20945,493023,0,476,0,15,19,0,27,691,112288,4640,12031,11,1062,38965,1533,1488,2452,55421,0.0,242280,1869,0,6582,144,46814,31011,152,0,0.0,443,509,3125.0,0,0,24,522,117,1087,173036,0,665,29015,40507,291588,847,2000464.0,4623,0,2738,0,332,485,1200,320,0
2020-06-11,22890,1385,10589,852,118,26,27373,14669,0,7289,17034,8882,103,0,16667,78052,96,51816,59711,20,305,62,16165,2832,48,802828,141,3086,892,260,85,657,126,8681,99159,0,0,1952,848,0,154092,84216,43810,728,4515,1538,4404,2249,0,2219,0,975,0,9855,12235,712,4398,18,21437,0,44440,39726,3373,1306,41,1965,449,2670,0,18,7064,192493,0,3463,28,0,831,186691,10358,0,3088,0,23,0,0,8561,0,4372,1389,158,3941,12,7669,0,0,4039,1807,297535,35295,180156,0,16675,25238,18569,236142,0,611,17187.0,0,890,13872,3215,12003,1326,34432,2166,19,1094,1402,410,393,82,1752,4052,9,0,0.0,1203,0.0,8369,1976,1722,640,0,1439,337,0,133974,10727,99,197,324,8537,489,31,4614,48458,1504,1464,974,14554,0,3538,8608,19954,0,125933,0,18586,8,1230,214788,24175,28201,35910,0,75071,0,0,0,0,0,21182,501800,0,494,0,15,19,0,27,691,116021,4759,12102,11,1085,39387,1541,1488,2513,58568,0.0,242707,1877,0,6730,168,48288,31044,164,0,0.0,443,509,3125.0,0,0,24,524,117,1087,174023,0,679,29706,40986,292860,847,2023347.0,4741,0,2814,0,332,487,1200,332,0
2020-06-12,23546,1416,10698,853,130,26,28764,15281,0,7294,17064,9218,103,0,17269,81523,96,52520,59819,20,388,62,16929,2893,48,828810,141,3191,892,261,85,697,126,8681,99595,0,0,2044,848,0,160846,84228,45344,728,4637,1612,4684,2249,0,2233,0,980,0,9938,12299,712,4441,18,22008,0,45778,41303,3481,1306,41,1970,472,2915,0,18,7073,193220,0,3463,28,0,843,187226,10856,0,3108,0,23,0,0,8982,0,4426,1460,159,3941,12,8132,0,0,4053,1807,297535,36406,182525,0,17770,25250,18795,236305,0,614,17250.0,0,915,13872,3305,12051,1326,34952,2166,19,1096,1422,421,409,82,1756,4055,9,0,0.0,1240,0.0,8402,2003,1752,645,0,1572,337,0,139196,11093,99,197,324,8610,509,31,5062,48668,1504,1464,978,15181,0,3701,8620,21071,0,125933,0,19211,8,1254,214788,24787,28577,36180,0,76588,0,0,0,0,0,21404,510761,0,510,0,15,19,0,27,694,119942,4851,12175,11,1103,39850,1542,1490,2513,61927,0.0,243209,1880,0,6879,187,49684,31063,164,0,0.0,443,509,3129.0,0,0,24,525,117,1093,175218,0,686,30415,41499,294402,847,2048986.0,4869,0,2879,0,333,489,1321,343,0
2020-06-13,24102,1464,10810,853,138,26,30295,16004,0,7320,17078,9570,103,0,17713,84379,96,53241,59918,20,412,66,17842,2893,60,850514,141,3266,892,261,85,726,128,8681,100043,0,0,2057,848,0,167355,84286,46994,728,4724,1662,4848,2251,0,2238,0,980,0,9991,12339,712,4449,18,22572,0,46356,42980,3603,1306,65,1973,486,3166,0,18,7087,193746,0,3463,28,0,851,187267,11118,0,3112,0,23,0,0,9491,0,4484,1460,159,4165,12,8455,0,0,4064,1808,308993,37420,184955,0,18950,25295,18972,236651,0,615,17293.0,0,953,14238,3457,12085,1437,35466,2207,19,1097,1442,446,418,82,1763,4063,9,0,0.0,1252,0.0,8445,2013,1776,646,0,1682,337,0,142690,11459,99,197,324,8692,553,32,5335,48847,1504,1464,980,15682,0,3895,8628,22077,0,132405,0,20059,8,1261,220749,25392,29017,36463,0,78416,0,0,0,0,0,21679,519458,0,541,0,15,19,0,27,694,123308,4996,12251,11,1132,40197,1545,1492,2579,65736,0.0,243605,1884,0,7007,196,50931,31094,170,0,0.0,443,509,3134.0,0,0,24,530,117,1094,176677,0,694,31177,41990,295828,847,2074526.0,4966,0,2904,0,334,489,1357,356,0
2020-06-14,24766,1521,10919,853,140,26,31577,16667,0,7335,17109,9957,103,0,18227,87520,96,53973,60029,20,442,66,18459,2893,60,867624,141,3290,894,261,85,750,128,8681,100404,0,0,2057,850,0,174293,84335,48896,728,4778,1715,5084,2252,0,2248,0,983,0,10024,12393,712,4465,18,22962,0,46751,44598,3720,1306,96,1973,490,3345,0,18,7104,194153,0,3463,28,0,864,187518,11964,0,3121,0,23,0,0,9845,0,4532,1460,159,4165,12,8858,0,0,4069,1810,320922,38277,187427,0,20209,25303,19055,236989,0,617,17369.0,0,961,14496,3594,12121,1437,35920,2285,19,1097,1446,458,454,82,1768,4070,9,0,0.0,1272,0.0,8453,2035,1809,649,0,1783,337,0,146837,11740,99,197,325,8793,583,32,5760,48990,1504,1464,980,16085,0,4057,8631,23481,0,144478,0,21418,8,1289,229736,25930,29392,36690,0,79602,0,0,0,0,0,21999,528267,0,582,0,15,19,0,27,694,127541,5090,12310,11,1169,40604,1548,1495,2618,70038,0.0,243928,1889,0,7220,208,51614,31117,177,0,0.0,443,509,3135.0,0,0,24,530,123,1096,178239,0,696,31851,42294,297342,848,2094058.0,5080,0,2978,0,334,492,1358,383,0
2020-06-15,25527,1590,11031,853,142,26,32785,17064,0,7347,17135,10324,103,0,19013,90619,97,54680,60100,21,483,67,19073,3040,60,888271,141,3341,894,262,85,760,128,9864,100763,0,0,2222,850,0,179436,84378,53211,883,4837,1744,5439,2254,0,2262,0,985,0,10064,12417,712,4501,18,23271,0,47322,46289,3826,1306,109,1974,506,3521,0,18,7108,194305,0,4033,30,0,879,187682,11964,0,3134,0,23,0,0,10272,0,4572,1492,159,4441,12,9178,0,0,4076,1810,343091,39294,189876,0,21315,25321,19237,237290,0,621,17439.0,0,979,15192,3727,12155,1486,36431,2472,19,1097,1464,498,467,82,1773,4072,9,0,0.0,1290,0.0,8494,2065,1860,650,0,1887,337,0,150264,11879,99,197,326,8885,609,32,6211,49155,1506,1464,980,16658,0,4157,8647,24524,0,148921,0,21422,8,1296,232992,26420,29788,37036,0,80876,0,0,0,0,0,22165,536484,0,612,0,15,19,0,27,694,132048,5173,12367,11,1176,40818,1552,1496,2642,73533,0.0,244109,1905,0,7435,229,52383,31131,177,0,0.0,445,509,3135.0,0,0,24,531,123,1110,179831,0,705,32536,42636,298315,848,2114026.0,5263,0,3062,0,334,505,1382,387,0
2020-06-16,26310,1672,11147,854,148,26,34159,17489,0,7370,17189,10662,104,0,19553,94481,97,55369,60155,22,532,67,19883,3085,60,923189,141,3453,895,262,104,781,128,9864,101087,0,0,2410,853,0,184449,84422,53211,883,4974,1796,5679,2255,0,2273,0,985,0,10111,12450,712,4539,18,23686,0,47943,47856,3941,1664,121,1975,520,3630,0,18,7112,194347,0,4114,34,0,879,188252,12193,0,3148,0,23,0,0,10706,0,4639,1492,171,4547,12,9656,0,0,4077,1812,354065,40400,192439,0,22700,25334,19495,237500,0,621,17484.0,0,981,15542,3860,12198,1486,36958,2562,19,1098,1473,509,484,82,1776,4075,9,0,0.0,1317,0.0,8505,2094,1885,656,0,2057,337,0,154863,12254,99,197,326,8931,638,34,6591,49295,1506,1823,1016,17148,0,4299,8660,25269,0,154760,0,21962,8,1303,237156,26781,30195,37336,0,82077,0,0,0,0,0,22415,544725,0,636,0,15,19,0,29,694,136315,5247,12426,11,1225,40969,1552,1499,2658,76334,0.0,244328,1915,0,7740,236,53323,31154,177,0,0.0,445,509,3135.0,0,0,24,537,123,1125,181298,0,724,33209,42982,299600,849,2137731.0,5493,0,3150,0,334,514,1405,391,0
2020-06-17,26874,1722,11268,854,155,26,35552,18033,0,7391,17203,10991,104,0,19961,98489,97,56032,60244,22,572,67,20685,3141,79,955377,141,3542,899,262,104,792,128,9864,101491,0,0,2564,854,0,220628,84458,55083,883,5100,1871,6063,2258,0,2280,0,985,0,10162,12494,712,4545,18,24105,0,48490,49219,4066,1664,131,1977,563,3759,0,18,7117,194805,0,4229,34,0,888,188604,12590,0,3203,0,23,0,0,11251,0,4668,1492,171,4688,12,10299,0,0,4078,1815,366946,41431,195051,0,24254,25341,19783,237828,0,626,17530.0,0,987,15877,4044,12257,1486,37533,2657,19,1104,1489,516,500,82,1778,4085,9,0,0.0,1378,0.0,8515,2120,1890,662,0,2223,337,0,159793,12732,99,201,333,8997,651,36,7177,49412,1507,1823,1020,17735,0,4482,8692,26079,0,160118,0,22597,8,1308,240908,27238,30701,37672,0,83174,0,0,0,0,0,22760,552549,0,639,0,15,19,0,29,696,141234,5369,12522,11,1249,41216,1561,1503,2696,80412,0.0,244683,1924,0,8020,261,54562,31187,178,0,0.0,445,509,3135.0,0,0,24,544,123,1128,182727,0,732,33986,43364,300717,849,2163290.0,5682,0,3386,0,335,555,1412,401,0
2020-06-18,27532,1788,11385,855,166,26,37510,18698,0,7409,17223,11329,104,0,20430,102292,97,56657,60348,22,597,67,21499,3174,79,978142,141,3674,899,286,104,823,129,9864,101877,0,0,2605,854,0,225103,84494,57202,883,5283,1939,6444,2269,0,2295,0,985,0,10280,12544,712,4557,18,24645,0,49097,50437,4200,1664,142,1977,586,3954,0,18,7119,195272,0,4340,36,0,893,189817,12929,0,3227,0,23,0,0,11868,0,4841,1492,183,4916,12,10739,0,0,4079,1816,380532,42762,197647,0,25717,25355,20036,238159,0,638,17588.0,0,1001,15877,4257,12306,1486,38074,2657,19,1108,1495,542,510,82,1784,4091,9,0,0.0,1403,0.0,8529,2137,1906,663,0,2424,337,0,165455,13106,99,204,337,9074,662,39,7848,49527,1507,1823,1020,18480,0,4664,8708,26818,0,165062,0,23351,8,1330,244388,27799,31015,38089,0,84441,0,0,0,0,0,23080,560321,0,646,0,15,19,0,29,696,145991,5475,12616,11,1272,41473,1562,1511,2719,83890,0.0,245268,1947,0,8020,277,56043,31200,187,0,0.0,446,509,3141.0,0,0,24,547,123,1132,184031,0,741,34833,43752,301935,850,2191053.0,5767,0,3483,0,342,600,1416,463,0
2020-06-19,27878,1838,11504,855,172,26,39570,19157,0,7411,17271,11767,104,0,20916,105535,97,57333,60476,22,650,68,22476,3273,89,1032913,141,3755,900,286,104,848,129,10638,102314,0,0,2605,858,0,231393,84494,60387,883,5477,2058,6874,2280,0,2305,0,985,0,10406,12591,712,4565,18,25068,0,49731,52211,4329,1664,142,1979,623,4070,0,18,7133,196083,0,4428,36,0,896,190299,13203,0,3237,0,23,0,0,12509,0,4904,1541,183,4980,12,11258,0,0,4081,1819,395048,43803,200262,0,27352,25368,20339,238011,0,652,17658.0,0,1008,16779,4374,12373,1486,38678,2789,19,1110,1510,581,520,82,1792,4099,9,0,0.0,1443,0.0,8535,2150,1923,663,0,2621,337,0,170485,13556,99,204,355,9613,668,45,8274,49634,1509,1823,1020,19147,0,4820,8726,27670,0,171666,0,24274,8,1336,244388,28459,31316,38464,0,85462,0,0,0,0,0,23400,568292,0,661,0,15,19,0,29,696,150292,5639,12709,11,1298,41615,1576,1513,2719,87715,0.0,245575,1950,0,8316,293,56043,31235,187,0,0.0,446,509,3146.0,0,0,24,555,123,1146,185245,0,755,35755,44145,303285,853,2222812.0,5946,0,3591,0,349,675,1430,479,0
2020-06-20,28424,1891,11631,855,176,26,41204,19708,0,7461,17323,12238,104,0,21331,108775,97,57936,60550,22,650,68,23512,3273,89,1032913,141,3872,901,287,104,863,129,11610,102762,0,0,2686,858,0,236748,84553,63454,883,5672,2127,7276,2299,0,2309,0,985,0,10448,12591,712,4565,18,25778,0,49731,53758,4475,1664,143,1981,627,4469,0,18,7142,196724,0,4428,37,0,898,190670,13717,0,3256,0,23,0,0,12755,0,4960,1541,183,5077,12,12306,0,0,4086,1822,410461,45029,202584,0,29222,25374,20633,238275,0,657,17725.0,0,1015,17225,4478,12421,1486,39145,2981,19,1111,1536,601,544,82,1795,4105,9,0,0.0,1503,0.0,8556,2187,1933,664,0,2813,337,0,175202,13953,99,206,359,9839,688,46,8605,49710,1511,1823,1035,19808,0,5005,8742,28566,0,176617,0,25222,8,1362,251338,29400,31620,38841,0,86488,0,0,0,0,0,23730,576162,0,702,0,15,19,0,29,696,154233,5783,12803,11,1309,41833,1586,1519,2755,92681,0.0,245938,1950,0,8580,303,56043,31243,198,0,0.0,446,509,3147.0,0,0,24,561,123,1156,186493,0,763,36615,44533,304580,859,2255119.0,6153,0,3789,0,349,784,1430,479,0
2020-06-21,28833,1962,11771,855,183,26,42785,20268,0,7474,17341,12729,104,0,21764,112306,97,58505,60550,22,765,68,24388,3273,89,1085038,141,3905,903,290,144,890,129,11892,103078,0,0,2808,858,0,242355,84572,68836,883,5826,2213,7492,2317,0,2312,0,986,0,10498,12591,712,4582,18,26677,0,50640,55233,4626,1664,143,1981,635,4532,0,18,7143,197008,0,4428,37,0,906,191272,14154,0,3266,0,23,0,0,13145,0,4988,1541,184,5077,12,12769,0,0,4094,1823,425282,45891,204952,0,30868,25379,20778,238499,0,659,17780.0,0,1033,17732,4738,12438,1486,39650,3356,19,1111,1587,626,571,82,1798,4120,9,0,0.0,1596,0.0,8572,2203,1933,665,0,2984,337,0,180545,14200,100,213,362,9977,733,55,9026,49801,1513,1823,1036,20244,0,5106,8745,29471,0,181088,0,26030,8,1379,251338,30052,31931,39133,0,87369,0,0,0,0,0,24045,583879,0,728,0,15,19,0,29,696,157612,5888,12894,11,1327,42095,1587,1520,2779,97302,0.0,246272,1950,0,8580,314,56043,31292,204,0,0.0,446,509,3148.0,0,0,24,569,123,1157,187685,0,770,37361,44925,305803,876,2281290.0,6315,0,3917,0,349,833,1430,489,0
2020-06-22,29157,1995,11920,855,186,26,44931,20588,0,7492,17380,13207,104,0,22407,115786,97,59023,60550,23,807,68,25493,3525,89,1106470,141,3984,903,291,144,944,130,12041,103418,0,0,2963,858,0,246963,84624,71367,1087,5924,2277,7677,2336,0,2315,0,988,0,10523,12727,712,4599,18,27370,0,50640,56809,4808,1664,143,1981,643,4663,0,18,7144,197381,0,4739,41,0,908,191768,14154,0,3287,0,23,0,0,13769,0,4988,1556,205,5211,12,13356,0,0,4102,1823,440215,46845,207525,0,32676,25383,21082,238720,0,665,17820.0,0,1042,18231,4797,12484,2169,40291,3356,19,1111,1603,650,595,83,1801,4121,9,0,0.0,1640,0.0,8587,2217,1961,665,0,3121,340,0,185122,14363,101,215,367,10172,737,63,9561,49866,1515,1823,1046,20919,0,5196,8751,31076,0,185034,0,26752,9,1392,257447,30682,32227,39392,0,88403,0,0,0,0,0,24291,591465,0,787,0,15,19,0,29,697,161005,5970,12990,11,1340,42313,1588,1521,2812,101590,0.0,246504,1951,0,8698,319,58932,31310,219,0,0.0,446,509,3151.0,0,0,24,569,123,1159,188897,0,774,38056,45303,306761,882,2312300.0,6461,0,4048,0,349,1001,1430,512,0
2020-06-23,29481,2047,12076,855,189,26,47203,21006,0,7521,17408,13715,104,0,23062,119198,97,59487,60810,23,850,70,26389,3588,89,1145906,141,4114,907,292,144,982,130,12270,103767,0,0,3051,860,0,250767,84653,73760,1087,6027,2368,7904,2366,0,2318,0,990,0,10650,12761,712,4617,18,27936,0,51643,58141,4973,1664,143,1982,674,4848,0,18,7155,197804,0,4849,42,0,911,192480,14568,0,3302,0,23,0,0,14540,0,5040,1556,206,5324,12,13943,0,0,4107,1824,456183,47896,209970,0,34502,25391,21512,238833,0,670,17879.0,0,1047,18765,4952,12535,2169,41033,3726,19,1111,1622,652,639,86,1803,4133,9,0,0.0,1724,0.0,8590,2238,1978,665,0,3292,340,0,191410,14714,101,215,378,10344,757,72,10099,49930,1516,2170,1051,21371,0,5311,8772,32394,0,188926,0,27314,9,1422,260810,31825,32527,39737,0,89579,0,0,0,0,0,24505,598878,0,798,0,15,19,0,29,698,164144,6034,13092,11,1347,42432,1589,1534,2812,106108,0.0,246752,1991,0,8889,319,60837,31332,231,0,0.0,446,509,3156.0,0,0,24,576,123,1159,190165,0,797,38901,45683,307682,885,2347022.0,6662,0,4187,0,349,1169,1477,525,0
2020-06-24,29640,2114,12248,855,197,26,49851,21717,0,7558,17449,14305,104,0,23570,122660,97,59945,60898,23,902,70,27487,3676,92,1188631,141,4242,919,293,144,999,130,12592,104087,0,0,3099,860,0,254416,84673,73760,1087,6213,2515,8164,2388,0,2319,0,991,0,10777,12815,712,4630,18,28631,0,51643,59561,5150,1664,144,1983,690,5034,0,18,7167,197885,0,4956,42,0,914,192871,15013,0,3310,0,23,0,0,14819,0,5174,1556,209,5429,12,14571,0,0,4114,1824,473105,49009,212501,0,36702,25396,22044,239410,0,678,17963.0,0,1071,19285,5206,12563,2169,41879,3954,19,1111,1644,662,670,82,1804,4140,9,0,0.0,1787,0.0,8596,2261,2005,665,0,3519,341,0,196847,15078,102,216,389,10907,762,76,10728,50012,1519,2170,1051,22020,0,5445,8788,33536,0,192970,0,28030,10,1528,264689,32295,32821,40104,0,90778,0,0,0,0,0,24826,606043,0,830,0,15,19,0,29,698,167267,6129,13235,11,1354,42623,1607,1541,2835,111796,0.0,247086,2001,0,8889,357,62324,31376,231,0,0.0,446,509,3158.0,0,0,24,583,123,1160,191657,0,805,39852,46133,308337,902,2381493.0,6990,0,4366,0,352,1328,1489,530,0
2020-06-25,30175,2192,12445,855,212,65,52457,22488,0,7595,17477,14852,104,0,24081,126606,97,60382,61007,23,1017,70,28503,3796,92,1228114,141,4408,934,293,144,1003,130,12592,104463,0,0,3244,863,0,259064,84701,77313,1087,6411,2684,8334,2483,0,2321,0,992,0,10870,12836,712,4635,18,29141,0,53156,61130,5336,2001,144,1984,706,5175,0,18,7172,197885,0,5087,43,0,917,193371,15473,0,3321,0,23,0,0,15619,0,5174,1556,215,5543,12,15366,0,0,4123,1830,490401,50187,215096,0,39139,25405,22400,239706,0,684,18055.0,0,1086,19750,5384,12602,2169,42788,4204,19,1111,1662,681,698,82,1806,4151,9,0,0.0,1829,0.0,8600,2277,2039,668,0,3739,341,0,202951,15453,102,219,414,11338,788,102,11162,50122,1520,2170,1056,22614,0,5595,8788,34902,0,195745,0,29037,10,1569,268602,33069,33119,40415,0,91838,0,0,0,0,0,25286,613148,0,850,0,15,19,0,29,698,170639,6233,13372,11,1354,42736,1630,1547,2878,118375,0.0,247486,2010,0,8984,373,63890,31428,242,0,0.0,447,509,3158.0,0,0,24,588,123,1162,193115,0,821,40854,46563,309455,907,2422299.0,7177,0,4563,0,352,1382,1497,551,0
2020-06-26,30451,2269,12685,855,212,65,55343,23247,0,7601,17522,15369,104,0,24805,130474,97,60713,61106,24,1053,70,29423,3935,92,1274974,141,4513,941,293,144,1027,139,12592,104629,0,0,3340,865,0,263360,84725,80811,1087,6552,2836,8739,2539,0,2325,0,992,0,11038,12875,712,4643,18,29764,0,53856,62755,5517,2001,167,1986,728,5425,0,18,7191,199473,0,5209,43,0,919,194036,15834,0,3343,0,23,0,0,15828,0,5260,1614,215,5722,12,15994,0,0,4127,1832,508953,51427,217724,0,41193,25414,22800,239961,0,686,18162.0,0,1104,20319,5533,12653,2169,43703,4446,19,1112,1697,684,713,82,1808,4173,9,0,0.0,1922,0.0,8606,2283,2060,670,0,3907,341,0,208392,15776,102,219,439,11633,816,121,11755,50213,1522,2170,1059,23298,0,5758,8832,36034,0,198883,0,29905,11,1711,272364,34073,33395,40866,0,92784,0,0,0,0,0,25697,619936,0,858,0,15,19,0,29,698,174577,6354,13565,11,1394,42955,1643,1558,2878,124590,0.0,247905,2014,0,9257,389,65137,31486,255,0,0.0,447,509,3162.0,0,0,24,591,124,1164,194511,0,833,41975,46973,310836,919,2467554.0,7427,0,4779,0,353,1557,1531,561,0
2020-06-27,30616,2330,12968,855,259,65,57744,23909,0,7686,17580,15890,104,0,25267,133978,97,61095,61209,24,1124,75,30676,3935,92,1313667,141,4625,941,296,170,1091,141,12592,104878,0,0,3429,865,0,267766,84743,84660,1087,6690,2979,8944,2624,0,2330,0,994,0,11298,12875,712,4643,18,30619,0,54574,63923,5727,2001,191,1986,745,5570,0,18,7198,199473,0,5209,44,0,921,194458,16431,0,3366,0,23,0,0,16397,0,5291,1614,230,5777,12,17007,0,0,4138,1836,528859,52812,220180,0,43262,25437,23421,240136,0,690,18254.0,0,1111,20319,5811,12715,2169,44391,4513,19,1115,1719,729,727,82,1813,4217,9,0,0.0,2005,0.0,8616,2305,2118,670,0,4025,341,0,212802,16080,103,219,469,11877,839,136,12309,50282,1526,2170,1062,24077,0,5906,8846,36953,0,202955,0,30658,11,1942,275989,34803,33714,41189,0,93663,0,0,0,0,0,26022,626779,0,878,0,15,19,0,29,698,178504,6459,13792,20,1410,43246,1657,1572,2878,131800,0.0,248469,2033,0,9257,467,65137,31555,256,0,0.0,447,509,3162.0,0,0,24,615,126,1168,195883,0,848,42932,47360,311727,924,2510151.0,7682,0,5130,0,355,1815,1531,567,0
